C1_total,C2_total,C3_total,total,grade,sex,C1_1ai,C1_1aii,C1_1bi,C1_1bii,C1_1biii,C1_1biv,C1_1ci,C1_1cii,C1_1di,C1_1dii,C1_1e,C1_1eSPaG,C1_2ai,C1_2aii,C1_2bi,C1_2bii,C1_2biii,C1_2biv,C1_2bv,C1_2c,C1_2d,C1_3ai,C1_3aii,C1_3aiii,C1_3bi,C1_3bii,C1_3ci,C1_3cii,C1_3d,C2_Aa,C2_Ab,C2_Ac,C2_Adi,C2_Adii,C2_Aei,C2_Aeii,C2_Aeiii,C2_Aeiv,C2_Af,C2_Ag,C2_Bai,C2_Baii,C2_Bb,C2_Bc,C2_Bd,C2_Be,C2_Bf,C2_C,C2_CSPaG,C3_1ai,C3_1aii,C3_1bi,C3_1bii,C3_1biii,C3_1c,C3_2ai,C3_2aii,C3_2b,C3_2ci,C3_2cii,C3_2ciii,C3_2d,C3_3ai,C3_3aii,C3_3aiii,C3_3b,C3_3ci,C3_3cii,C3_3di,C3_3dii,C3_3e,C3_3f,C3_3fSPaG
64,42,43,149,5,F,1,3,1,1,2,1,2,3,3,1,6,3,2,4,1,2,2,0,0,4,4,3,2,1,1,1,3,4,3,2,3,3,4,1,1,3,1,0,1,4,1,0,1,2,3,2,1,6,3,2,2,2,1,3,0,1,0,1,1,1,1,2,3,2,3,1,,2,1,4,1,5,4
51,34,54,139,5,F,1,3,1,1,1,1,1,2,3,0,6,3,4,0,1,0,2,0,1,0,4,4,2,,1,3,2,1,3,1,3,2,2,0,1,0,1,0,1,4,1,1,1,2,2,3,0,6,3,1,2,2,1,1,3,2,2,2,1,1,2,3,1,2,2,0,2,2,0,5,3,10,4
28,18,15,61,2,M,1,3,1,0,0,0,,1,2,,,0,1,3,1,2,3,2,,,,3,,,1,1,,,3,1,1,3,4,,1,2,0,1,1,2,1,1,,0,,,,,,,,2,,,,2,,2,1,1,,,2,2,,1,,2,,,,,
48,42,43,133,4,F,1,3,1,0,2,0,2,2,2,0,3,2,4,2,1,2,3,2,0,2,4,1,0,1,0,1,2,2,3,1,4,4,4,2,1,0,2,0,2,3,1,0,3,1,3,2,1,5,3,1,1,2,2,1,3,2,1,2,1,1,1,2,3,2,3,1,2,2,1,2,1,3,3
54,36,37,127,4,M,1,3,1,1,2,1,0,1,0,1,5,3,2,4,1,2,2,2,0,0,4,4,1,2,1,0,3,3,4,2,1,1,1,2,1,2,2,0,2,2,1,1,1,1,4,4,1,4,3,0,2,2,0,2,2,1,0,1,1,1,1,0,3,2,2,1,2,2,0,4,1,4,3
82,55,59,196,9,M,1,2,1,1,1,1,3,6,3,2,6,4,4,2,1,2,3,2,0,6,5,2,2,4,1,2,3,6,6,3,3,4,4,2,1,3,2,0,3,4,1,1,0,2,5,4,1,8,4,2,2,2,2,3,2,2,1,2,1,1,3,4,3,2,4,1,1,2,0,3,1,11,4
63,46,50,159,6,F,1,3,1,1,1,1,0,5,3,1,4,4,4,4,1,2,3,0,0,3,3,3,1,2,1,1,3,4,3,1,4,4,4,1,1,1,2,0,3,3,0,0,1,1,1,3,1,11,4,2,2,2,1,2,2,2,2,1,1,1,4,1,3,2,2,1,2,2,1,5,1,5,3
70,60,57,187,8,M,1,3,1,1,2,1,2,4,3,1,4,3,4,4,1,2,3,2,0,3,3,3,1,4,1,2,3,4,4,5,3,4,4,1,1,3,2,1,2,3,1,2,4,2,5,4,3,7,3,2,2,2,1,4,3,1,2,2,1,1,3,1,3,2,4,1,2,2,1,4,2,7,4
65,50,47,162,6,F,1,3,1,1,2,1,2,2,2,0,6,3,4,4,1,2,3,2,0,0,5,3,2,1,1,2,3,3,5,5,1,4,3,2,1,2,0,1,2,4,1,1,0,1,2,4,2,10,4,0,2,2,2,1,1,1,2,2,0,1,1,3,2,2,4,1,2,2,0,1,2,10,3
58,34,43,135,4,M,1,3,1,0,1,1,2,1,1,2,4,2,4,4,1,2,3,2,0,3,2,4,1,2,1,1,3,3,3,4,1,3,4,1,1,3,0,1,1,2,1,2,0,1,0,2,1,4,2,0,2,2,2,0,4,0,1,1,0,1,2,2,3,2,2,1,2,2,0,1,1,8,4
74,51,53,178,7,F,1,3,1,1,2,1,3,0,2,2,6,3,4,4,1,2,3,0,1,3,6,3,2,4,1,3,3,3,6,3,2,4,4,1,1,3,0,0,3,5,1,2,1,1,5,2,1,9,3,0,2,2,2,3,2,2,1,1,1,1,3,2,3,2,4,1,,2,0,4,1,10,4
56,42,38,136,4,M,1,3,1,1,1,0,0,3,2,2,4,3,4,4,1,0,3,2,2,5,4,4,1,,1,2,2,0,,4,4,4,4,,1,3,2,1,1,6,1,2,0,1,2,2,2,1,1,1,1,2,1,3,,2,3,2,1,1,2,,3,2,4,1,1,2,0,6,0,,
68,52,48,168,7,F,1,3,1,1,2,1,0,5,3,2,5,2,4,2,1,2,3,2,1,5,4,4,2,2,1,0,3,2,4,3,2,4,4,1,1,3,0,2,2,5,1,1,3,0,4,3,0,9,4,0,2,2,0,0,3,2,2,2,1,1,3,3,2,2,3,1,2,1,1,5,1,6,3
88,53,58,199,9,M,1,3,1,1,2,0,3,6,3,2,7,3,4,3,1,2,3,2,2,6,5,4,2,4,1,3,3,6,5,3,1,4,4,3,1,3,2,1,2,5,1,1,1,2,3,2,1,10,3,2,2,2,1,3,5,2,1,2,1,1,3,3,3,2,3,1,2,2,0,3,2,8,4
69,52,50,171,7,F,1,3,1,1,1,1,1,4,2,2,5,3,2,4,1,2,3,2,2,5,5,4,2,2,1,3,2,0,4,4,1,4,4,0,1,3,2,0,2,2,1,2,0,2,3,4,2,11,4,1,2,2,1,3,1,2,2,2,1,1,3,2,3,1,4,1,2,2,1,3,1,5,4
54,42,46,142,5,F,1,3,1,1,0,1,0,2,2,2,2,2,2,4,1,2,3,2,0,3,3,3,2,1,1,2,2,2,4,4,2,3,4,1,1,3,1,1,2,4,1,0,0,1,1,4,0,7,2,1,2,2,0,1,3,2,0,1,1,1,3,2,3,2,4,1,2,2,1,5,0,4,3
38,43,42,123,3,M,1,1,1,1,1,,0,2,2,1,3,3,0,3,1,2,2,,,0,1,1,1,2,1,0,2,2,4,3,0,2,4,1,1,1,0,1,1,3,1,1,0,2,3,4,2,10,3,0,2,2,0,0,3,2,2,2,1,1,1,1,3,2,4,0,,2,0,2,1,7,4
71,58,54,183,8,F,1,3,1,1,1,1,0,4,3,1,6,3,4,3,1,2,3,2,2,4,4,4,2,4,1,2,3,2,3,5,2,4,4,1,1,3,2,0,2,5,1,2,3,1,4,3,2,9,4,2,2,2,2,3,5,2,2,2,0,1,2,2,3,2,4,1,2,2,0,2,1,7,3
40,31,28,99,3,F,0,3,1,1,0,,0,0,1,0,4,3,4,2,,2,3,0,0,0,3,1,0,2,1,2,2,2,3,1,4,4,2,0,1,0,0,0,2,3,0,0,0,1,4,0,1,5,3,0,1,2,0,0,0,2,1,1,0,1,2,0,1,2,3,1,,2,1,0,0,5,3
62,44,53,159,6,M,1,3,1,1,2,0,1,0,1,2,7,3,4,4,1,1,3,1,0,4,5,3,1,2,1,2,2,3,3,2,3,4,4,1,1,3,1,1,1,2,1,1,2,1,3,3,0,7,3,1,2,2,2,1,3,2,1,2,1,1,2,3,3,2,2,1,1,2,1,5,1,8,4
53,44,37,134,4,M,1,3,1,1,2,1,0,4,0,2,4,3,2,4,1,2,2,0,0,3,3,2,1,3,1,0,2,1,4,2,0,4,4,1,1,1,0,1,1,5,1,1,1,2,2,4,2,8,3,0,2,2,1,2,3,1,1,1,1,1,2,3,3,2,0,1,,0,0,2,1,5,3
49,36,33,118,3,M,1,2,1,0,2,0,0,2,2,0,4,2,0,3,1,0,3,0,1,5,3,3,2,2,1,2,2,2,3,1,1,3,4,3,1,3,0,2,1,2,1,1,0,2,1,1,1,6,2,0,2,2,1,1,0,1,0,2,1,1,0,1,3,2,4,1,2,2,0,0,1,4,2
64,49,48,161,6,M,1,3,1,1,2,1,1,5,2,2,5,3,4,3,1,2,2,2,0,1,4,4,0,1,1,1,2,4,5,4,1,4,4,2,1,3,2,0,1,4,1,1,2,1,2,4,1,8,3,0,2,2,0,4,,2,1,1,1,1,1,3,3,2,4,1,1,1,0,4,1,9,4
68,52,46,166,7,F,1,3,1,0,2,1,3,2,2,1,3,3,4,3,1,2,3,2,0,6,6,3,1,1,1,2,3,3,5,2,4,3,4,2,1,3,1,1,2,3,1,2,1,2,3,3,1,9,4,0,1,2,1,1,2,1,2,2,1,1,3,3,3,2,4,1,2,2,0,2,1,5,4
58,50,48,156,6,F,1,3,1,1,1,1,3,3,2,2,3,2,4,2,1,2,3,0,0,0,3,4,1,1,1,0,3,6,4,4,2,2,3,2,1,3,0,1,1,4,1,1,3,2,5,4,2,6,3,0,2,2,1,2,3,2,2,2,1,1,3,2,3,2,4,0,2,2,1,3,1,4,3
5,20,11,36,1,F,1,2,0,0,0,0,,0,,,,0,1,1,,0,,,0,0,,,,,,,0,,,1,4,2,3,0,1,1,2,1,1,3,0,0,0,0,1,,,,,,0,,0,,,2,1,1,,1,0,,3,2,,1,,,0,,,,0
42,29,29,100,3,M,1,2,1,0,1,1,0,1,0,1,3,3,4,4,1,2,3,0,0,1,4,4,0,1,1,1,,,2,2,2,2,3,0,1,2,0,0,1,2,1,1,1,1,0,0,1,6,3,1,2,2,0,0,2,2,2,1,1,1,1,1,2,2,0,1,2,2,0,0,0,2,2
49,39,38,126,4,F,1,3,1,1,0,0,0,2,1,1,3,2,4,3,,0,3,1,0,3,4,1,2,1,1,1,3,4,3,0,2,2,4,1,1,2,0,1,2,4,1,1,0,0,5,1,2,7,3,2,,2,1,1,0,2,2,2,1,1,2,1,2,2,3,0,2,2,0,2,0,5,3
54,43,36,133,4,F,1,3,1,1,2,1,0,2,1,1,3,2,2,4,1,2,3,2,0,3,2,3,0,2,1,2,3,3,3,3,4,3,3,2,1,2,0,0,1,1,1,1,2,2,3,2,1,8,3,0,2,2,0,0,0,2,1,2,1,1,1,1,3,2,2,1,,2,1,1,2,6,3
50,37,38,125,4,M,1,3,1,1,1,1,1,1,2,2,3,2,2,3,1,2,3,2,0,2,3,4,1,1,0,0,3,1,3,3,1,2,3,2,1,2,1,0,1,4,1,1,2,1,2,2,1,5,2,0,2,2,2,0,2,2,1,1,1,1,2,0,2,2,3,1,2,2,1,0,2,3,4
66,51,54,171,7,M,1,3,1,1,1,1,3,4,3,2,3,3,2,4,1,1,3,1,1,3,6,4,1,1,1,1,2,3,5,2,4,4,4,3,1,3,1,1,2,4,0,1,4,0,1,4,1,8,3,1,2,2,1,3,3,1,3,2,1,1,1,3,3,2,4,1,2,2,1,4,1,7,3
70,50,40,160,6,F,1,3,1,0,1,1,4,1,2,1,7,4,2,4,1,2,2,2,,3,6,4,2,4,1,0,3,5,3,3,3,2,4,3,1,3,0,2,2,5,1,1,,1,2,2,3,8,4,1,2,2,0,0,0,2,0,1,1,1,1,2,2,2,4,0,2,2,0,3,1,7,4
40,36,34,110,3,M,1,2,1,1,0,0,1,2,0,0,4,3,1,3,1,2,3,2,0,1,0,1,0,1,1,0,3,4,2,3,2,2,4,1,1,3,0,0,2,4,1,0,1,1,2,2,0,4,3,0,2,2,1,0,,2,1,1,1,1,1,0,3,2,3,0,0,2,0,2,1,6,3
64,53,45,162,6,M,1,3,1,1,1,1,2,2,0,0,3,3,4,3,1,2,3,2,0,6,4,4,2,2,1,2,3,3,4,4,1,4,4,1,1,3,1,1,1,5,1,1,1,2,4,4,1,9,4,1,2,2,1,0,0,1,2,2,1,1,2,2,3,2,4,1,2,2,0,2,2,7,3
17,7,9,33,1,M,1,2,1,,0,,,0,0,1,,0,4,2,,0,3,,,,,1,0,0,1,1,0,,,2,0,,3,,0,,0,,,,1,,,1,,,,,0,,2,0,0,,,1,0,1,1,1,2,,0,1,0,0,,0,0,0,0,,
55,35,34,124,3,M,1,2,1,1,0,1,1,2,3,1,4,2,2,4,,0,3,0,0,3,3,3,2,2,1,4,2,3,4,2,1,3,3,1,1,1,0,0,1,2,1,1,0,1,3,3,2,6,3,0,2,2,0,1,0,2,2,2,1,1,1,2,2,2,1,0,,2,0,2,0,5,4
56,42,42,140,5,F,1,3,1,1,1,,,4,3,1,1,2,2,4,1,2,2,0,1,0,4,3,1,2,1,1,3,4,7,3,3,3,1,3,1,1,1,0,0,4,1,1,1,2,3,3,1,6,4,0,2,2,0,1,3,1,1,2,0,1,2,0,2,2,2,1,2,2,0,4,2,7,3
58,44,49,151,5,M,1,3,1,1,0,0,1,4,1,1,5,3,2,3,1,2,3,2,0,2,4,3,1,3,1,2,3,2,3,2,1,4,4,1,1,3,0,0,2,4,1,1,1,0,3,3,0,10,3,2,1,2,1,2,2,2,2,2,1,1,1,2,3,2,4,1,2,2,1,2,3,5,3
44,43,28,115,3,F,1,3,1,1,1,0,0,2,0,0,3,3,2,2,1,2,3,,0,1,4,2,0,1,1,1,3,5,1,4,1,2,3,0,1,1,0,1,3,4,1,0,2,2,3,2,1,9,3,0,1,0,0,0,0,2,1,1,0,1,1,1,2,2,3,1,2,2,0,1,0,4,3
83,58,60,201,9,F,1,3,1,1,2,1,0,5,3,1,6,4,4,3,1,2,3,2,2,6,6,4,1,4,1,4,2,6,4,2,4,4,4,3,1,2,1,0,2,5,1,1,2,2,5,4,2,9,4,2,2,2,1,1,4,2,4,2,1,1,1,4,3,2,4,1,2,2,0,4,1,10,4
48,35,40,123,3,M,1,2,1,,2,1,1,0,0,0,3,3,4,4,,,3,,,3,3,4,2,3,0,0,3,3,2,3,1,3,4,2,1,1,0,0,1,4,1,1,0,1,2,2,1,6,1,1,2,2,1,1,,2,2,2,1,1,1,0,3,2,3,1,2,2,0,3,0,4,4
55,35,28,118,3,M,1,3,1,1,0,,,1,2,1,3,2,4,4,1,2,3,2,0,0,4,4,1,,1,3,3,5,3,2,1,4,4,1,1,2,1,0,1,,1,1,0,2,2,4,0,6,2,0,0,2,0,1,1,2,1,2,1,1,1,0,2,2,3,,,1,1,1,1,3,2
79,55,58,192,8,F,1,3,1,1,2,1,1,3,2,2,4,3,4,4,1,2,3,2,1,5,7,3,2,2,1,2,3,5,8,2,2,4,4,3,1,2,1,0,3,6,1,1,1,2,5,3,2,9,3,1,2,2,0,4,6,2,0,2,1,1,2,2,3,2,4,1,2,2,0,6,1,9,3
71,43,46,160,6,M,1,3,1,1,2,1,2,5,1,2,3,3,4,2,1,2,3,2,0,6,4,4,1,4,1,2,3,3,4,4,2,4,3,3,1,2,0,0,2,4,1,1,1,1,1,2,2,6,3,0,2,2,1,2,1,1,0,2,1,1,3,2,3,2,4,1,2,2,1,2,2,5,4
31,19,27,77,2,M,1,2,1,1,0,,,2,0,,1,2,0,4,1,2,3,2,,,2,2,0,1,1,0,2,,1,2,2,0,2,0,1,1,0,0,1,1,1,0,1,0,2,1,2,1,1,0,2,1,,,,1,0,1,1,1,1,,3,1,4,1,0,1,0,1,0,5,3
29,30,35,94,3,F,1,2,1,0,1,0,,0,0,2,2,2,0,4,1,,1,0,0,0,2,1,0,0,1,0,2,3,3,4,2,1,2,0,1,1,1,1,2,1,1,0,0,1,2,0,1,6,3,0,2,2,0,0,1,2,1,2,1,1,1,1,3,1,2,1,2,2,0,3,0,3,4
62,50,47,159,6,M,1,3,1,1,1,1,,2,3,0,6,4,2,4,1,2,3,2,0,1,3,4,1,2,1,2,3,4,4,2,3,4,4,3,1,1,0,0,3,0,1,0,2,1,5,4,0,12,4,0,2,2,1,4,2,0,4,1,1,1,3,3,2,2,1,1,2,2,0,3,0,7,3
75,62,53,190,8,F,1,3,1,1,2,1,0,4,3,2,4,3,4,3,1,2,2,2,2,5,6,4,0,2,1,4,3,5,4,3,4,4,4,2,1,3,1,1,3,3,1,2,4,2,5,4,2,10,3,1,2,2,1,4,4,2,2,1,1,1,2,1,3,2,4,1,2,2,0,4,2,6,3
32,32,28,92,2,F,1,2,1,1,1,0,,1,3,0,2,2,0,3,1,0,2,0,0,0,2,1,1,0,1,0,3,2,2,0,1,2,4,1,0,1,0,0,1,4,1,0,1,1,3,2,1,6,3,0,2,0,1,3,1,2,2,1,0,1,1,0,3,2,0,0,0,2,1,0,0,4,2
61,47,45,153,6,F,1,3,1,1,0,1,2,2,3,1,3,3,4,4,1,2,3,2,0,0,3,4,2,2,1,2,3,3,4,3,3,2,4,2,1,0,1,2,2,5,1,1,4,1,3,1,2,6,3,0,2,2,0,0,4,0,1,2,1,1,2,2,3,2,4,1,2,2,1,1,1,8,3
70,49,47,166,7,M,1,3,1,1,2,1,0,3,3,2,5,3,4,4,1,2,3,2,2,5,3,4,1,2,1,2,2,3,4,4,1,2,4,2,1,3,2,1,1,4,1,1,2,0,2,3,2,10,3,1,2,2,2,1,3,2,2,2,1,1,1,1,3,2,3,1,2,2,1,2,1,6,3
43,30,35,108,3,M,1,3,1,0,2,0,,2,2,0,4,3,1,2,1,2,2,0,0,1,3,2,2,1,1,2,3,2,0,5,3,3,2,2,1,1,0,0,1,1,0,0,1,1,0,0,1,5,3,0,2,2,0,1,,2,0,2,1,1,1,,3,2,2,1,2,2,0,0,2,5,4
36,27,23,86,2,M,1,3,1,1,1,0,1,2,2,0,2,2,2,3,1,2,2,0,2,0,2,1,1,0,1,0,1,1,1,3,1,1,4,0,1,1,0,0,2,2,1,0,2,2,1,2,0,2,2,0,2,0,0,1,0,2,0,1,1,1,1,1,2,2,0,0,2,2,0,0,0,2,3
54,37,34,125,4,M,1,3,1,0,0,1,2,4,2,0,3,2,4,4,1,2,3,2,0,3,3,3,1,1,1,0,1,2,4,2,3,3,4,1,1,3,1,2,1,3,1,1,0,0,2,0,2,3,4,0,2,2,2,0,0,2,1,2,1,0,0,0,1,2,3,1,2,2,1,0,2,5,3
48,37,45,130,4,M,1,3,1,0,1,1,0,5,0,2,3,3,4,3,1,0,3,0,1,0,3,2,1,2,1,0,2,2,3,2,1,2,1,2,1,2,0,1,1,4,1,1,3,0,3,2,0,7,3,1,1,2,0,2,1,1,1,2,1,1,2,3,2,2,4,1,2,2,0,3,0,8,3
42,26,33,101,3,F,1,3,1,1,0,0,0,6,2,0,3,2,4,0,1,2,3,0,0,0,0,1,2,1,1,1,2,5,,1,2,2,3,0,1,2,0,0,0,2,1,0,0,0,0,0,,9,3,0,2,2,1,3,0,1,1,1,1,1,0,3,1,2,3,1,2,2,0,4,0,1,1
79,49,54,182,8,M,1,3,1,1,2,1,2,2,3,2,6,4,4,4,,2,3,1,2,5,4,4,2,3,1,2,3,6,5,3,2,4,4,2,1,2,2,0,1,4,1,1,4,2,3,4,1,6,2,0,2,2,2,2,3,2,1,1,1,1,2,2,3,2,4,1,2,2,1,3,2,9,4
59,53,39,151,5,F,1,3,1,1,2,1,0,2,1,1,2,2,4,4,1,2,3,2,1,3,4,4,0,,1,3,3,4,3,3,3,4,4,3,1,3,1,0,3,4,1,1,1,1,3,4,0,9,4,1,2,2,0,2,1,0,0,2,1,1,0,2,3,2,4,1,2,2,0,5,0,4,2
53,45,47,145,5,F,1,2,1,0,2,1,0,2,2,2,5,3,4,3,1,2,2,2,0,1,4,2,1,1,1,2,3,,3,3,1,4,4,1,1,1,0,2,2,3,1,,2,0,3,3,1,9,4,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,3,1,2,1,0,3,1,9,3
63,40,44,147,5,M,1,3,1,1,2,1,3,4,1,1,4,2,2,3,1,2,3,2,2,4,4,3,2,1,0,3,2,2,3,5,2,2,4,2,1,3,2,1,1,0,1,2,0,0,2,0,0,8,4,1,2,2,0,1,1,2,1,2,1,1,2,2,3,2,2,1,2,2,0,4,0,6,4
56,42,41,139,5,M,1,3,1,1,2,0,3,2,1,1,4,3,4,1,1,2,3,2,0,2,2,2,1,0,1,1,3,3,6,5,1,2,2,1,1,3,2,0,3,2,1,0,2,1,2,2,2,8,2,0,2,2,1,2,1,2,0,1,0,1,1,2,3,2,3,1,1,2,0,4,1,7,2
54,52,45,151,5,F,1,3,1,1,1,0,0,2,1,2,5,3,2,3,1,2,3,2,0,0,4,2,1,3,1,4,3,,3,1,1,4,4,2,1,3,1,0,3,5,1,1,1,2,2,4,3,9,4,0,2,2,1,1,4,1,0,2,1,1,1,2,3,2,4,1,2,2,0,1,2,7,3
45,39,33,117,3,F,1,3,1,1,1,1,1,0,2,2,4,3,2,4,1,0,2,1,1,2,1,2,0,1,0,2,2,1,3,1,1,2,2,1,1,2,0,0,2,4,1,0,2,2,4,2,0,9,3,0,2,2,0,2,0,2,1,2,0,1,1,2,2,1,1,0,2,2,0,1,1,4,4
64,48,44,156,6,M,1,3,1,1,2,1,0,4,3,1,4,3,4,3,1,2,3,2,2,5,3,4,0,,1,2,2,2,4,4,3,4,3,2,1,3,2,1,2,4,1,1,0,2,3,4,0,5,3,1,2,2,1,0,2,2,0,2,1,1,1,2,3,2,3,1,2,2,1,5,0,5,3
46,42,38,126,4,M,1,3,1,1,1,1,0,2,2,1,2,2,4,2,1,2,2,2,0,0,5,2,1,1,1,0,2,1,3,2,2,2,4,2,1,3,1,1,1,3,1,0,1,1,2,4,1,7,3,0,2,1,1,1,1,2,2,0,0,1,1,0,3,2,2,1,1,2,1,3,1,6,4
70,50,44,164,6,F,1,2,1,1,0,1,2,2,2,0,5,3,4,4,1,2,3,2,1,4,5,4,2,2,1,2,3,5,5,3,1,3,4,1,1,3,1,1,1,1,1,2,2,1,5,4,2,10,3,1,2,2,1,2,3,2,2,2,1,1,1,1,3,2,4,1,1,2,,2,1,4,3
55,43,36,134,4,M,1,3,1,1,1,1,0,4,0,1,2,3,2,4,1,1,2,2,2,3,1,3,2,3,1,2,2,2,4,3,2,4,3,1,1,3,0,1,1,3,1,2,3,1,2,1,2,6,3,1,1,2,1,3,1,1,0,2,1,1,2,0,3,2,3,1,2,2,0,1,1,3,2
19,11,15,45,1,F,1,2,1,0,0,,,1,,,,0,1,4,1,,3,,,2,,2,,,1,,,,,1,1,0,4,,1,,0,0,1,,1,,,,2,,0,,0,,,2,,,0,1,,1,1,0,0,,2,2,1,1,2,2,,,,,
60,35,36,131,4,F,1,3,1,1,0,1,0,4,1,2,5,3,2,3,1,2,3,2,0,3,3,4,0,1,1,2,3,3,5,2,1,4,4,3,1,3,0,0,0,1,1,0,1,0,3,0,1,7,3,1,1,2,1,0,0,1,2,1,1,1,2,1,2,2,3,1,2,2,0,4,0,3,3
29,27,8,64,2,M,0,3,1,1,2,0,2,2,0,0,2,2,2,3,1,,2,1,0,0,,3,1,0,1,0,,0,,1,1,2,4,1,1,1,0,1,0,3,1,1,0,1,0,0,1,5,3,,,,,,,2,1,2,0,1,1,,,,,1,,,,,,,
38,30,31,99,3,F,1,3,1,0,1,0,,,3,1,2,3,1,4,1,0,2,1,0,0,2,3,2,,1,1,2,1,2,3,1,1,4,3,1,1,0,1,2,2,0,1,,1,2,2,0,3,2,0,1,1,0,1,0,2,0,1,0,1,2,0,2,2,3,1,2,2,0,,,6,4
77,48,50,175,7,F,1,3,1,1,2,1,2,5,1,0,6,3,4,3,1,2,3,2,2,4,3,3,2,3,1,4,3,4,7,1,3,2,4,1,1,3,0,0,2,3,1,1,2,2,3,4,2,9,4,1,2,2,2,3,4,2,1,2,1,1,2,3,3,2,4,1,2,2,0,1,0,6,3
62,36,39,137,4,F,1,3,1,1,1,0,3,2,2,1,4,3,2,4,1,1,3,1,2,2,3,4,1,2,1,4,3,3,3,1,1,2,2,1,1,1,0,1,2,3,0,0,1,2,3,3,2,7,3,0,2,2,2,0,2,2,1,2,1,1,3,3,3,2,2,1,1,2,0,0,2,3,2
78,57,49,184,8,M,1,3,1,1,2,1,0,4,3,2,5,3,4,4,1,0,3,2,2,5,5,4,1,4,1,3,3,4,6,3,3,4,4,3,1,3,0,2,2,5,1,1,3,2,4,4,2,6,4,0,2,2,1,4,3,1,2,2,0,1,2,2,3,2,4,1,,1,1,4,0,8,3
57,36,42,135,4,F,1,3,1,1,0,1,2,2,3,0,4,3,4,4,1,2,3,0,0,3,2,3,1,2,1,3,1,2,4,3,2,2,2,1,1,3,1,0,0,3,1,1,1,0,2,0,2,8,3,0,2,0,1,3,2,1,2,1,1,1,2,2,2,2,3,1,2,2,0,2,1,6,3
68,53,49,170,7,M,1,2,1,1,1,1,1,4,2,2,5,3,2,4,1,2,2,2,0,4,6,3,1,3,1,3,1,5,4,1,4,4,4,3,1,3,0,0,2,5,1,0,2,1,3,3,2,10,4,2,2,2,0,2,3,2,2,2,1,1,1,3,2,1,4,1,,1,0,4,2,7,4
28,31,27,86,2,M,1,2,1,0,1,0,0,1,0,0,0,0,2,2,,0,3,0,1,3,1,3,0,1,1,1,1,1,2,3,1,3,4,1,1,1,0,0,1,4,1,1,0,0,2,2,1,2,3,0,0,2,1,0,0,2,0,1,0,1,1,0,3,2,2,1,2,2,0,1,1,4,1
45,29,39,113,3,M,1,2,1,0,1,,2,2,0,0,4,3,2,4,,,2,,,3,3,2,1,2,1,0,3,2,4,0,0,2,3,3,1,1,0,0,2,3,1,1,0,0,3,0,3,3,3,0,2,2,0,1,1,0,1,2,1,1,2,,2,2,3,1,2,2,1,1,1,8,3
43,31,35,109,3,F,1,2,1,0,0,,0,2,1,2,4,3,2,3,1,,2,0,0,0,2,1,2,3,1,2,2,4,2,0,2,2,3,2,1,0,0,0,2,2,1,0,2,1,3,0,1,6,3,0,2,2,0,1,0,2,0,1,1,1,1,1,2,2,3,1,2,2,0,2,0,6,3
21,18,24,63,2,F,1,2,1,0,0,,0,0,2,0,1,2,0,3,0,1,2,1,0,0,1,2,0,0,0,0,1,0,1,2,2,2,2,0,0,1,0,0,1,0,1,0,0,1,1,1,1,2,1,0,1,,0,1,0,2,1,1,0,1,2,1,2,2,1,0,,2,1,0,1,2,3
36,26,22,84,2,F,1,2,1,0,0,0,0,1,2,1,2,1,4,4,1,0,3,0,0,0,2,1,1,1,1,0,2,2,3,0,2,2,1,1,0,1,0,0,0,4,1,1,0,1,1,2,0,7,2,0,1,2,0,0,0,2,1,1,0,0,1,,2,1,2,0,,1,1,1,0,3,3
75,52,52,179,8,M,1,3,1,1,1,1,3,5,1,1,6,3,4,4,,0,3,1,2,4,4,4,1,4,1,2,3,6,5,4,3,4,4,2,0,2,0,1,2,3,1,1,1,0,4,3,1,12,4,1,2,2,0,,5,1,2,2,1,1,2,0,3,2,4,1,,2,0,5,2,10,4
51,44,36,131,4,M,1,2,1,1,0,1,2,1,2,2,2,2,4,4,1,2,3,1,0,0,3,4,1,1,1,0,3,2,4,3,1,2,4,1,1,3,1,0,2,4,1,1,3,1,2,4,1,6,3,0,2,2,1,0,2,1,2,1,1,1,1,1,2,2,3,1,,2,0,3,0,5,3
50,31,38,119,3,M,1,3,1,1,1,0,0,3,0,1,3,3,2,4,1,2,3,1,0,2,2,4,1,2,1,1,1,3,3,2,3,2,4,1,1,0,1,0,0,3,0,1,0,1,3,0,1,5,3,0,,2,0,1,3,2,2,2,1,,1,2,3,2,1,,2,2,0,4,1,4,3
59,35,33,127,4,M,1,3,1,1,0,1,0,5,2,0,4,3,4,4,1,0,2,2,1,4,3,3,1,4,1,2,1,4,1,2,1,4,4,1,1,1,1,1,2,1,1,0,1,2,1,4,1,4,2,0,2,2,0,0,0,2,2,2,1,1,1,1,3,2,2,1,1,2,0,2,0,4,2
45,31,42,118,3,F,1,3,1,1,1,1,1,1,1,1,3,3,4,2,1,2,3,0,0,0,3,3,1,1,1,0,3,2,1,2,1,1,3,0,1,3,0,1,1,2,1,1,0,0,2,2,1,6,3,1,2,2,1,1,2,1,1,2,1,1,3,0,2,2,2,0,2,2,1,1,1,8,3
